# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -d -r 3 -v /dev/sr0 image.iso image.log
# Start time:   2015-10-09 19:52:25
# Current time: 2015-10-09 23:19:57
# Scraping failed blocks... (forwards)
# current_pos  current_status
0xD37FB000     /
#      pos        size  status
0xD45FF800  0x00000800  -
0xD4600000  0x00028000  +
0xD4628000  0x00000800  -
0xD4628800  0x00017000  /
0xD463F800  0x00000800  -
0xD4640000  0x00008000  +
0xD4648000  0x00000800  -
0xD4648800  0x00027000  /
0xD466F800  0x00000800  -
0xD4670000  0x00010000  +
0xD4680000  0x00000800  -
0xD4680800  0x0004F000  /
0xD46CF800  0x00000800  -
0xD46D0000  0x00010000  +
0xD46E0000  0x00000800  -
0xD46E0800  0x00007000  /
0xD46E7800  0x00000800  -
0xD46E8000  0x00010000  +
0xD46F8000  0x00000800  -
0xD46F8800  0x00007000  /
0xD46FF800  0x00000800  -
0xD4700000  0x00018000  +
0xD4718000  0x00000800  -
0xD4718800  0x0005F000  /
0xD4777800  0x00000800  -
0xD4778000  0x00017000  +
0xD478F000  0x00000800  -
0xD478F800  0x0004A000  /
0xD47D9800  0x00000800  -
0xD47DA000  0x0000E000  +
0xD47E8000  0x00000800  -
0xD47E8800  0x00047000  /
0xD482F800  0x00000800  -
0xD4830000  0x0000A000  +
0xD483A000  0x00000800  -
0xD483A800  0x00085000  /
0xD48BF800  0x00000800  -
0xD48C0000  0x00018000  +
0xD48D8000  0x00000800  -
0xD48D8800  0x00374000  /
0xD4C4C800  0x00000800  -
0xD4C4D000  0x00015000  +
0xD4C62000  0x00000800  -
0xD4C62800  0x0005B000  /
0xD4CBD800  0x00000800  -
0xD4CBE000  0x0001A000  +
0xD4CD8000  0x00000800  -
0xD4CD8800  0x0006F000  /
0xD4D47800  0x00000800  -
0xD4D48000  0x00018000  +
0xD4D60000  0x00000800  -
0xD4D60800  0x00007000  /
0xD4D67800  0x00000800  -
0xD4D68000  0x00018000  +
0xD4D80000  0x00000800  -
0xD4D80800  0x0005F000  /
0xD4DDF800  0x00000800  -
0xD4DE0000  0x00018000  +
0xD4DF8000  0x00000800  -
0xD4DF8800  0x00007000  /
0xD4DFF800  0x00000800  -
0xD4E00000  0x00028000  +
0xD4E28000  0x00000800  -
0xD4E28800  0x000A7000  /
0xD4ECF800  0x00000800  -
0xD4ED0000  0x00003000  +
0xD4ED3000  0x00000800  -
0xD4ED3800  0x00054000  /
0xD4F27800  0x00000800  -
0xD4F28000  0x0000A000  +
0xD4F32000  0x00000800  -
0xD4F32800  0x0004D000  /
0xD4F7F800  0x00000800  -
0xD4F80000  0x00012000  +
0xD4F92000  0x00000800  -
0xD4F92800  0x000A5000  /
0xD5037800  0x00000800  -
0xD5038000  0x00010000  +
0xD5048000  0x00000800  -
0xD5048800  0x00007000  /
0xD504F800  0x00000800  -
0xD5050000  0x00018000  +
0xD5068000  0x00000800  -
0xD5068800  0x00007000  /
0xD506F800  0x00000800  -
0xD5070000  0x00004000  +
0xD5074000  0x00000800  -
0xD5074800  0x00077000  /
0xD50EB800  0x00000800  -
0xD50EC000  0x00014000  +
0xD5100000  0x00000800  -
0xD5100800  0x00007000  /
0xD5107800  0x00000800  -
0xD5108000  0x00018000  +
0xD5120000  0x00000800  -
0xD5120800  0x00007000  /
0xD5127800  0x00000800  -
0xD5128000  0x00010000  +
0xD5138000  0x00000800  -
0xD5138800  0x00007000  /
0xD513F800  0x00000800  -
0xD5140000  0x0000D000  +
0xD514D000  0x00000800  -
0xD514D800  0x00042000  /
0xD518F800  0x00000800  -
0xD5190000  0x00020000  +
0xD51B0000  0x00000800  -
0xD51B0800  0x00007000  /
0xD51B7800  0x00000800  -
0xD51B8000  0x0000A000  +
0xD51C2000  0x00000800  -
0xD51C2800  0x0003D000  /
0xD51FF800  0x00000800  -
0xD5200000  0x00008000  +
0xD5208000  0x00000800  -
0xD5208800  0x00007000  /
0xD520F800  0x00000800  -
0xD5210000  0x00018000  +
0xD5228000  0x00000800  -
0xD5228800  0x00007000  /
0xD522F800  0x00000800  -
0xD5230000  0x00008000  +
0xD5238000  0x00000800  -
0xD5238800  0x0004F000  /
0xD5287800  0x00000800  -
0xD5288000  0x00018000  +
0xD52A0000  0x00000800  -
0xD52A0800  0x00007000  /
0xD52A7800  0x00000800  -
0xD52A8000  0x00011000  +
0xD52B9000  0x00000800  -
0xD52B9800  0x00066000  /
0xD531F800  0x00000800  -
0xD5320000  0x00018000  +
0xD5338000  0x00000800  -
0xD5338800  0x00007000  /
0xD533F800  0x00000800  -
0xD5340000  0x00010000  +
0xD5350000  0x00000800  -
0xD5350800  0x0000A000  /
0xD535A800  0x00000800  -
0xD535B000  0x00015000  +
0xD5370000  0x00000800  -
0xD5370800  0x00047000  /
0xD53B7800  0x00000800  -
0xD53B8000  0x00010000  +
0xD53C8000  0x00000800  -
0xD53C8800  0x00007000  /
0xD53CF800  0x00000800  -
0xD53D0000  0x00018000  +
0xD53E8000  0x00000800  -
0xD53E8800  0x0005F000  /
0xD5447800  0x00000800  -
0xD5448000  0x00018000  +
0xD5460000  0x00000800  -
0xD5460800  0x0005F000  /
0xD54BF800  0x00000800  -
0xD54C0000  0x00018000  +
0xD54D8000  0x00000800  -
0xD54D8800  0x00007000  /
0xD54DF800  0x00000800  -
0xD54E0000  0x0000E000  +
0xD54EE000  0x00000800  -
0xD54EE800  0x0004A000  /
0xD5538800  0x00000800  -
0xD5539000  0x00017000  +
0xD5550000  0x00000800  -
0xD5550800  0x00007000  /
0xD5557800  0x00000800  -
0xD5558000  0x00017000  +
0xD556F000  0x00000800  -
0xD556F800  0x00060000  /
0xD55CF800  0x00000800  -
0xD55D0000  0x00018000  +
0xD55E8000  0x00000800  -
0xD55E8800  0x00007000  /
0xD55EF800  0x00000800  -
0xD55F0000  0x0000F000  +
0xD55FF000  0x00000800  -
0xD55FF800  0x00048000  /
0xD5647800  0x00000800  -
0xD5648000  0x00010000  +
0xD5658000  0x00000800  -
0xD5658800  0x00007000  /
0xD565F800  0x00000800  -
0xD5660000  0x0000D000  +
0xD566D000  0x00000800  -
0xD566D800  0x0006A000  /
0xD56D7800  0x00000800  -
0xD56D8000  0x00018000  +
0xD56F0000  0x00000800  -
0xD56F0800  0x00007000  /
0xD56F7800  0x00000800  -
0xD56F8000  0x0000F000  +
0xD5707000  0x00000800  -
0xD5707800  0x00048000  /
0xD574F800  0x00000800  -
0xD5750000  0x00018000  +
0xD5768000  0x00000800  -
0xD5768800  0x00007000  /
0xD576F800  0x00000800  -
0xD5770000  0x00016000  +
0xD5786000  0x00000800  -
0xD5786800  0x00061000  /
0xD57E7800  0x00000800  -
0xD57E8000  0x00018000  +
0xD5800000  0x00000800  -
0xD5800800  0x0005F000  /
0xD585F800  0x00000800  -
0xD5860000  0x00018000  +
0xD5878000  0x00000800  -
0xD5878800  0x00007000  /
0xD587F800  0x00000800  -
0xD5880000  0x00010000  +
0xD5890000  0x00000800  -
0xD5890800  0x00067000  /
0xD58F7800  0x00000800  -
0xD58F8000  0x00010000  +
0xD5908000  0x00000800  -
0xD5908800  0x00007000  /
0xD590F800  0x00000800  -
0xD5910000  0x00018000  +
0xD5928000  0x00000800  -
0xD5928800  0x0003E000  /
0xD5966800  0x00000800  -
0xD5967000  0x00015000  +
0xD597C000  0x00000800  -
0xD597C800  0x00063000  /
0xD59DF800  0x00000800  -
0xD59E0000  0x00014000  +
0xD59F4000  0x00000800  -
0xD59F4800  0x0004B000  /
0xD5A3F800  0x00000800  -
0xD5A40000  0x00010000  +
0xD5A50000  0x00000800  -
0xD5A50800  0x00067000  /
0xD5AB7800  0x00000800  -
0xD5AB8000  0x0000A000  +
0xD5AC2000  0x00000800  -
0xD5AC2800  0x0004D000  /
0xD5B0F800  0x00000800  -
0xD5B10000  0x00016000  +
0xD5B26000  0x00000800  -
0xD5B26800  0x00041000  /
0xD5B67800  0x00000800  -
0xD5B68000  0x00018000  +
0xD5B80000  0x00000800  -
0xD5B80800  0x00007000  /
0xD5B87800  0x00000800  -
0xD5B88000  0x00010000  +
0xD5B98000  0x00000800  -
0xD5B98800  0x00067000  /
0xD5BFF800  0x00000800  -
0xD5C00000  0x00010000  +
0xD5C10000  0x00000800  -
0xD5C10800  0x00007000  /
0xD5C17800  0x00000800  -
0xD5C18000  0x00018000  +
0xD5C30000  0x00000800  -
0xD5C30800  0x00007000  /
0xD5C37800  0x00000800  -
0xD5C38000  0x00014000  +
0xD5C4C000  0x00000800  -
0xD5C4C800  0x00080000  /
0xD5CCC800  0x00000800  -
0xD5CCD000  0x0000D000  +
0xD5CDA000  0x00000800  -
0xD5CDA800  0x0004F000  /
0xD5D29800  0x00000800  -
0xD5D2A000  0x00012000  +
0xD5D3C000  0x00000800  -
0xD5D3C800  0x0003D000  /
0xD5D79800  0x00000800  -
0xD5D7A000  0x0001F000  +
0xD5D99000  0x00000800  -
0xD5D99800  0x00083000  /
0xD5E1C800  0x00000800  -
0xD5E1D000  0x00035000  +
0xD5E52000  0x00000800  -
0xD5E52800  0x00056000  /
0xD5EA8800  0x00000800  -
0xD5EA9000  0x00021000  +
0xD5ECA000  0x00000800  -
0xD5ECA800  0x00042000  /
0xD5F0C800  0x00000800  -
0xD5F0D000  0x00027000  +
0xD5F34000  0x00000800  -
0xD5F34800  0x0006A000  /
0xD5F9E800  0x00000800  -
0xD5F9F000  0x00036000  +
0xD5FD5000  0x00000800  -
0xD5FD5800  0x00042000  /
0xD6017800  0x00000800  -
0xD6018000  0x0001B000  +
0xD6033000  0x00000800  -
0xD6033800  0x0003D000  /
0xD6070800  0x00000800  -
0xD6071000  0x0001A000  +
0xD608B000  0x00000800  -
0xD608B800  0x00051000  /
0xD60DC800  0x00000800  -
0xD60DD000  0x0001E000  +
0xD60FB000  0x00000800  -
0xD60FB800  0x0003D000  /
0xD6138800  0x00000800  -
0xD6139000  0x0003F000  +
0xD6178000  0x00000800  -
0xD6178800  0x00056000  /
0xD61CE800  0x00000800  -
0xD61CF000  0x00045000  +
0xD6214000  0x00000800  -
0xD6214800  0x0003D000  /
0xD6251800  0x00000800  -
0xD6252000  0x0003C000  +
0xD628E000  0x00000800  -
0xD628E800  0x0004F000  /
0xD62DD800  0x00000800  -
0xD62DE000  0x00040000  +
0xD631E000  0x00000800  -
0xD631E800  0x0003D000  /
0xD635B800  0x00000800  -
0xD635C000  0x0003C000  +
0xD6398000  0x00000800  -
0xD6398800  0x00063000  /
0xD63FB800  0x00000800  -
0xD63FC000  0x0004F000  +
0xD644B000  0x00000800  -
0xD644B800  0x0003D000  /
0xD6488800  0x00000800  -
0xD6489000  0x00020000  +
0xD64A9000  0x00000800  -
0xD64A9800  0x0004A000  /
0xD64F3800  0x00000800  -
0xD64F4000  0x0001E000  +
0xD6512000  0x00000800  -
0xD6512800  0x0004A000  /
0xD655C800  0x00000800  -
0xD655D000  0x00023000  +
0xD6580000  0x00000800  -
0xD6580800  0x0004A000  /
0xD65CA800  0x00000800  -
0xD65CB000  0x0001C000  +
0xD65E7000  0x00000800  -
0xD65E7800  0x0004A000  /
0xD6631800  0x00000800  -
0xD6632000  0x0002B000  +
0xD665D000  0x00000800  -
0xD665D800  0x00077000  /
0xD66D4800  0x00000800  -
0xD66D5000  0x0003E000  +
0xD6713000  0x00000800  -
0xD6713800  0x00042000  /
0xD6755800  0x00000800  -
0xD6756000  0x0001D000  +
0xD6773000  0x00000800  -
0xD6773800  0x00063000  /
0xD67D6800  0x00000800  -
0xD67D7000  0x0005D000  +
0xD6834000  0x00000800  -
0xD6834800  0x00051000  /
0xD6885800  0x00000800  -
0xD6886000  0x00046000  +
0xD68CC000  0x00000800  -
0xD68CC800  0x0005B000  /
0xD6927800  0x00000800  -
0xD6928000  0x00028000  +
0xD6950000  0x00000800  -
0xD6950800  0x0005E000  /
0xD69AE800  0x00000800  -
0xD69AF000  0x00055000  +
0xD6A04000  0x00000800  -
0xD6A04800  0x00063000  /
0xD6A67800  0x00000800  -
0xD6A68000  0x0004F000  +
0xD6AB7000  0x00000800  -
0xD6AB7800  0x0003D000  /
0xD6AF4800  0x00000800  -
0xD6AF5000  0x00034000  +
0xD6B29000  0x00000800  -
0xD6B29800  0x0004A000  /
0xD6B73800  0x00000800  -
0xD6B74000  0x00037000  +
0xD6BAB000  0x00000800  -
0xD6BAB800  0x0004A000  /
0xD6BF5800  0x00000800  -
0xD6BF6000  0x00026000  +
0xD6C1C000  0x00000800  -
0xD6C1C800  0x0003D000  /
0xD6C59800  0x00000800  -
0xD6C5A000  0x0003C000  +
0xD6C96000  0x00000800  -
0xD6C96800  0x0004A000  /
0xD6CE0800  0x00000800  -
0xD6CE1000  0x00034000  +
0xD6D15000  0x00000800  -
0xD6D15800  0x0004A000  /
0xD6D5F800  0x00000800  -
0xD6D60000  0x00036000  +
0xD6D96000  0x00000800  -
0xD6D96800  0x0004A000  /
0xD6DE0800  0x00000800  -
0xD6DE1000  0x0003E000  +
0xD6E1F000  0x00000800  -
0xD6E1F800  0x0004A000  /
0xD6E69800  0x00000800  -
0xD6E6A000  0x0003D000  +
0xD6EA7000  0x00000800  -
0xD6EA7800  0x0004A000  /
0xD6EF1800  0x00000800  -
0xD6EF2000  0x0003B000  +
0xD6F2D000  0x00000800  -
0xD6F2D800  0x0004A000  /
0xD6F77800  0x00000800  -
0xD6F78000  0x0003A000  +
0xD6FB2000  0x00000800  -
0xD6FB2800  0x0004A000  /
0xD6FFC800  0x00000800  -
0xD6FFD000  0x0003E000  +
0xD703B000  0x00000800  -
0xD703B800  0x0004A000  /
0xD7085800  0x00000800  -
0xD7086000  0x0003C000  +
0xD70C2000  0x00000800  -
0xD70C2800  0x0004A000  /
0xD710C800  0x00000800  -
0xD710D000  0x0003A000  +
0xD7147000  0x00000800  -
0xD7147800  0x0004A000  /
0xD7191800  0x00000800  -
0xD7192000  0x0003A000  +
0xD71CC000  0x00000800  -
0xD71CC800  0x0007C000  /
0xD7248800  0x00000800  -
0xD7249000  0x00068000  +
0xD72B1000  0x00000800  -
0xD72B1800  0x0003D000  /
0xD72EE800  0x00000800  -
0xD72EF000  0x00031000  +
0xD7320000  0x00000800  -
0xD7320800  0x0003D000  /
0xD735D800  0x00000800  -
0xD735E000  0x00035000  +
0xD7393000  0x00000800  -
0xD7393800  0x0004A000  /
0xD73DD800  0x00000800  -
0xD73DE000  0x00032000  +
0xD7410000  0x00000800  -
0xD7410800  0x0004A000  /
0xD745A800  0x00000800  -
0xD745B000  0x0003C000  +
0xD7497000  0x00000800  -
0xD7497800  0x0004A000  /
0xD74E1800  0x00000800  -
0xD74E2000  0x0003C000  +
0xD751E000  0x00000800  -
0xD751E800  0x0004A000  /
0xD7568800  0x00000800  -
0xD7569000  0x0002E000  +
0xD7597000  0x00000800  -
0xD7597800  0x0004A000  /
0xD75E1800  0x00000800  -
0xD75E2000  0x0002C000  +
0xD760E000  0x00000800  -
0xD760E800  0x0004A000  /
0xD7658800  0x00000800  -
0xD7659000  0x00030000  +
0xD7689000  0x00000800  -
0xD7689800  0x0004A000  /
0xD76D3800  0x00000800  -
0xD76D4000  0x0002A000  +
0xD76FE000  0x00000800  -
0xD76FE800  0x0004A000  /
0xD7748800  0x00000800  -
0xD7749000  0x0002B000  +
0xD7774000  0x00000800  -
0xD7774800  0x0004A000  /
0xD77BE800  0x00000800  -
0xD77BF000  0x0003F000  +
0xD77FE000  0x00000800  -
0xD77FE800  0x0004A000  /
0xD7848800  0x00000800  -
0xD7849000  0x00037000  +
0xD7880000  0x00000800  -
0xD7880800  0x0004A000  /
0xD78CA800  0x00000800  -
0xD78CB000  0x00039000  +
0xD7904000  0x00000800  -
0xD7904800  0x00074000  /
0xD7978800  0x00000800  -
0xD7979000  0x00062000  +
0xD79DB000  0x00000800  -
0xD79DB800  0x0003D000  /
0xD7A18800  0x00000800  -
0xD7A19000  0x00032000  +
0xD7A4B000  0x00000800  -
0xD7A4B800  0x0003D000  /
0xD7A88800  0x00000800  -
0xD7A89000  0x0002C000  +
0xD7AB5000  0x00000800  -
0xD7AB5800  0x0004A000  /
0xD7AFF800  0x00000800  -
0xD7B00000  0x00028000  +
0xD7B28000  0x00000800  -
0xD7B28800  0x0004A000  /
0xD7B72800  0x00000800  -
0xD7B73000  0x0002A000  +
0xD7B9D000  0x00000800  -
0xD7B9D800  0x0004A000  /
0xD7BE7800  0x00000800  -
0xD7BE8000  0x00043000  +
0xD7C2B000  0x00000800  -
0xD7C2B800  0x00077000  /
0xD7CA2800  0x00000800  -
0xD7CA3000  0x0005F000  +
0xD7D02000  0x00000800  -
0xD7D02800  0x0004A000  /
0xD7D4C800  0x00000800  -
0xD7D4D000  0x00036000  +
0xD7D83000  0x00000800  -
0xD7D83800  0x0003D000  /
0xD7DC0800  0x00000800  -
0xD7DC1000  0x00036000  +
0xD7DF7000  0x00000800  -
0xD7DF7800  0x0004A000  /
0xD7E41800  0x00000800  -
0xD7E42000  0x00013000  +
0xD7E55000  0x00000800  -
0xD7E55800  0x0004A000  /
0xD7E9F800  0x00000800  -
0xD7EA0000  0x00002000  +
0xD7EA2000  0x00000800  -
0xD7EA2800  0x0004A000  /
0xD7EEC800  0x00000800  -
0xD7EED000  0x00005000  +
0xD7EF2000  0x00000800  -
0xD7EF2800  0x0004A000  /
0xD7F3C800  0x00000800  -
0xD7F3D000  0x00004000  +
0xD7F41000  0x00000800  -
0xD7F41800  0x001D4000  /
0xD8115800  0x00000800  -
0xD8116000  0x0000E000  +
0xD8124000  0x00000800  -
0xD8124800  0x0004A000  /
0xD816E800  0x00000800  -
0xD816F000  0x00013000  +
0xD8182000  0x00000800  -
0xD8182800  0x00056000  /
0xD81D8800  0x00000800  -
0xD81D9000  0x00021000  +
0xD81FA000  0x00000800  -
0xD81FA800  0x0003D000  /
0xD8237800  0x00000800  -
0xD8238000  0x00027000  +
0xD825F000  0x00000800  -
0xD825F800  0x0004A000  /
0xD82A9800  0x00000800  -
0xD82AA000  0x00025000  +
0xD82CF000  0x00000800  -
0xD82CF800  0x0004A000  /
0xD8319800  0x00000800  -
0xD831A000  0x0001D000  +
0xD8337000  0x00000800  -
0xD8337800  0x0005B000  /
0xD8392800  0x00000800  -
0xD8393000  0x00031000  +
0xD83C4000  0x00000800  -
0xD83C4800  0x0006F000  /
0xD8433800  0x00000800  -
0xD8434000  0x0003D000  +
0xD8471000  0x00000800  -
0xD8471800  0x00063000  /
0xD84D4800  0x00000800  -
0xD84D5000  0x00030000  +
0xD8505000  0x00000800  -
0xD8505800  0x0003D000  /
0xD8542800  0x00000800  -
0xD8543000  0x00026000  +
0xD8569000  0x00000800  -
0xD8569800  0x0004A000  /
0xD85B3800  0x00000800  -
0xD85B4000  0x00019000  +
0xD85CD000  0x00000800  -
0xD85CD800  0x0004A000  /
0xD8617800  0x00000800  -
0xD8618000  0x00021000  +
0xD8639000  0x00000800  -
0xD8639800  0x0007C000  /
0xD86B5800  0x00000800  -
0xD86B6000  0x0003A000  +
0xD86F0000  0x00000800  -
0xD86F0800  0x00051000  /
0xD8741800  0x00000800  -
0xD8742000  0x00022000  +
0xD8764000  0x00000800  -
0xD8764800  0x00074000  /
0xD87D8800  0x00000800  -
0xD87D9000  0x0000F000  +
0xD87E8000  0x00000800  -
0xD87E8800  0x000A5000  /
0xD888D800  0x00000800  -
0xD888E000  0x00008000  +
0xD8896000  0x00000800  -
0xD8896800  0x00104000  /
0xD899A800  0x00000800  -
0xD899B000  0x0000C000  +
0xD89A7000  0x00000800  -
0xD89A7800  0x0009E000  /
0xD8A45800  0x00000800  -
0xD8A46000  0x0000E000  +
0xD8A54000  0x00000800  -
0xD8A54800  0x0003D000  /
0xD8A91800  0x00000800  -
0xD8A92000  0x00036000  +
0xD8AC8000  0x00000800  -
0xD8AC8800  0x00077000  /
0xD8B3F800  0x00000800  -
0xD8B40000  0x00049000  +
0xD8B89000  0x00000800  -
0xD8B89800  0x00056000  /
0xD8BDF800  0x00000800  -
0xD8BE0000  0x00034000  +
0xD8C14000  0x00000800  -
0xD8C14800  0x00095000  /
0xD8CA9800  0x00000800  -
0xD8CAA000  0x00023000  +
0xD8CCD000  0x00000800  -
0xD8CCD800  0x00056000  /
0xD8D23800  0x00000800  -
0xD8D24000  0x00024000  +
0xD8D48000  0x00000800  -
0xD8D48800  0x00074000  /
0xD8DBC800  0x00000800  -
0xD8DBD000  0x00041000  +
0xD8DFE000  0x00000800  -
0xD8DFE800  0x00056000  /
0xD8E54800  0x00000800  -
0xD8E55000  0x00033000  +
0xD8E88000  0x00000800  -
0xD8E88800  0x0003D000  /
0xD8EC5800  0x00000800  -
0xD8EC6000  0x00027000  +
0xD8EED000  0x00000800  -
0xD8EED800  0x0004A000  /
0xD8F37800  0x00000800  -
0xD8F38000  0x00024000  +
0xD8F5C000  0x00000800  -
0xD8F5C800  0x0004A000  /
0xD8FA6800  0x00000800  -
0xD8FA7000  0x00021000  +
0xD8FC8000  0x00000800  -
0xD8FC8800  0x0004A000  /
0xD9012800  0x00000800  -
0xD9013000  0x00021000  +
0xD9034000  0x00000800  -
0xD9034800  0x0004A000  /
0xD907E800  0x00000800  -
0xD907F000  0x00025000  +
0xD90A4000  0x00000800  -
0xD90A4800  0x0004A000  /
0xD90EE800  0x00000800  -
0xD90EF000  0x00020000  +
0xD910F000  0x00000800  -
0xD910F800  0x0004A000  /
0xD9159800  0x00000800  -
0xD915A000  0x00023000  +
0xD917D000  0x00000800  -
0xD917D800  0x0004A000  /
0xD91C7800  0x00000800  -
0xD91C8000  0x00024000  +
0xD91EC000  0x00000800  -
0xD91EC800  0x0004A000  /
0xD9236800  0x00000800  -
0xD9237000  0x00024000  +
0xD925B000  0x00000800  -
0xD925B800  0x00051000  /
0xD92AC800  0x00000800  -
0xD92AD000  0x00031000  +
0xD92DE000  0x00000800  -
0xD92DE800  0x0003D000  /
0xD931B800  0x00000800  -
0xD931C000  0x0002D000  +
0xD9349000  0x00000800  -
0xD9349800  0x0004A000  /
0xD9393800  0x00000800  -
0xD9394000  0x00029000  +
0xD93BD000  0x00000800  -
0xD93BD800  0x0004A000  /
0xD9407800  0x00000800  -
0xD9408000  0x0001A000  +
0xD9422000  0x00000800  -
0xD9422800  0x0004A000  /
0xD946C800  0x00000800  -
0xD946D000  0x0001A000  +
0xD9487000  0x00000800  -
0xD9487800  0x0004A000  /
0xD94D1800  0x00000800  -
0xD94D2000  0x0001C000  +
0xD94EE000  0x00000800  -
0xD94EE800  0x0004A000  /
0xD9538800  0x00000800  -
0xD9539000  0x00029000  +
0xD9562000  0x00000800  -
0xD9562800  0x0004A000  /
0xD95AC800  0x00000800  -
0xD95AD000  0x00026000  +
0xD95D3000  0x00000800  -
0xD95D3800  0x0004A000  /
0xD961D800  0x00000800  -
0xD961E000  0x0001F000  +
0xD963D000  0x00000800  -
0xD963D800  0x0004A000  /
0xD9687800  0x00000800  -
0xD9688000  0x0001F000  +
0xD96A7000  0x00000800  -
0xD96A7800  0x0004A000  /
0xD96F1800  0x00000800  -
0xD96F2000  0x0001D000  +
0xD970F000  0x00000800  -
0xD970F800  0x0004A000  /
0xD9759800  0x00000800  -
0xD975A000  0x0001E000  +
0xD9778000  0x00000800  -
0xD9778800  0x00074000  /
0xD97EC800  0x00000800  -
0xD97ED000  0x0003A000  +
0xD9827000  0x00000800  -
0xD9827800  0x00045000  /
0xD986C800  0x00000800  -
0xD986D000  0x00020000  +
0xD988D000  0x00000800  -
0xD988D800  0x0003D000  /
0xD98CA800  0x00000800  -
0xD98CB000  0x0001F000  +
0xD98EA000  0x00000800  -
0xD98EA800  0x0004A000  /
0xD9934800  0x00000800  -
0xD9935000  0x0001A000  +
0xD994F000  0x00000800  -
0xD994F800  0x0004A000  /
0xD9999800  0x00000800  -
0xD999A000  0x00025000  +
0xD99BF000  0x00000800  -
0xD99BF800  0x0004A000  /
0xD9A09800  0x00000800  -
0xD9A0A000  0x0001D000  +
0xD9A27000  0x00000800  -
0xD9A27800  0x0006F000  /
0xD9A96800  0x00000800  -
0xD9A97000  0x00042000  +
0xD9AD9000  0x00000800  -
0xD9AD9800  0x0003D000  /
0xD9B16800  0x00000800  -
0xD9B17000  0x00020000  +
0xD9B37000  0x00000800  -
0xD9B37800  0x0003D000  /
0xD9B74800  0x00000800  -
0xD9B75000  0x00026000  +
0xD9B9B000  0x00000800  -
0xD9B9B800  0x0007C000  /
0xD9C17800  0x00000800  -
0xD9C18000  0x00034000  +
0xD9C4C000  0x00000800  -
0xD9C4C800  0x00042000  /
0xD9C8E800  0x00000800  -
0xD9C8F000  0x0002A000  +
0xD9CB9000  0x00000800  -
0xD9CB9800  0x0003D000  /
0xD9CF6800  0x00000800  -
0xD9CF7000  0x0002B000  +
0xD9D22000  0x00000800  -
0xD9D22800  0x0004A000  /
0xD9D6C800  0x00000800  -
0xD9D6D000  0x0002B000  +
0xD9D98000  0x00000800  -
0xD9D98800  0x0004A000  /
0xD9DE2800  0x00000800  -
0xD9DE3000  0x00023000  +
0xD9E06000  0x00000800  -
0xD9E06800  0x0004A000  /
0xD9E50800  0x00000800  -
0xD9E51000  0x00025000  +
0xD9E76000  0x00000800  -
0xD9E76800  0x0004A000  /
0xD9EC0800  0x00000800  -
0xD9EC1000  0x0002B000  +
0xD9EEC000  0x00000800  -
0xD9EEC800  0x00056000  /
0xD9F42800  0x00000800  -
0xD9F43000  0x00025000  +
0xD9F68000  0x00000800  -
0xD9F68800  0x0003D000  /
0xD9FA5800  0x00000800  -
0xD9FA6000  0x0003A000  +
0xD9FE0000  0x00000800  -
0xD9FE0800  0x0004A000  /
0xDA02A800  0x00000800  -
0xDA02B000  0x00028000  +
0xDA053000  0x00000800  -
0xDA053800  0x00083000  /
0xDA0D6800  0x00000800  -
0xDA0D7000  0x00067000  +
0xDA13E000  0x00000800  -
0xDA13E800  0x00088000  /
0xDA1C6800  0x00000800  -
0xDA1C7000  0x00064000  +
0xDA22B000  0x00000800  -
0xDA22B800  0x0003D000  /
0xDA268800  0x00000800  -
0xDA269000  0x00024000  +
0xDA28D000  0x00000800  -
0xDA28D800  0x0003D000  /
0xDA2CA800  0x00000800  -
0xDA2CB000  0x00030000  +
0xDA2FB000  0x00000800  -
0xDA2FB800  0x0004A000  /
0xDA345800  0x00000800  -
0xDA346000  0x00018000  +
0xDA35E000  0x00000800  -
0xDA35E800  0x0004A000  /
0xDA3A8800  0x00000800  -
0xDA3A9000  0x0001F000  +
0xDA3C8000  0x00000800  -
0xDA3C8800  0x0007C000  /
0xDA444800  0x00000800  -
0xDA445000  0x00036000  +
0xDA47B000  0x00000800  -
0xDA47B800  0x00063000  /
0xDA4DE800  0x00000800  -
0xDA4DF000  0x00042000  +
0xDA521000  0x00000800  -
0xDA521800  0x0003D000  /
0xDA55E800  0x00000800  -
0xDA55F000  0x0001B000  +
0xDA57A000  0x00000800  -
0xDA57A800  0x0003D000  /
0xDA5B7800  0x00000800  -
0xDA5B8000  0x00036000  +
0xDA5EE000  0x00000800  -
0xDA5EE800  0x0004A000  /
0xDA638800  0x00000800  -
0xDA639000  0x00025000  +
0xDA65E000  0x00000800  -
0xDA65E800  0x00063000  /
0xDA6C1800  0x00000800  -
0xDA6C2000  0x00062000  +
0xDA724000  0x00000800  -
0xDA724800  0x0003D000  /
0xDA761800  0x00000800  -
0xDA762000  0x00028000  +
0xDA78A000  0x00000800  -
0xDA78A800  0x0004A000  /
0xDA7D4800  0x00000800  -
0xDA7D5000  0x00020000  +
0xDA7F5000  0x00000800  -
0xDA7F5800  0x0004A000  /
0xDA83F800  0x00000800  -
0xDA840000  0x00021000  +
0xDA861000  0x00000800  -
0xDA861800  0x0004A000  /
0xDA8AB800  0x00000800  -
0xDA8AC000  0x00023000  +
0xDA8CF000  0x00000800  -
