# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -M -d -v /dev/sr0 image.iso image.log
# Start time:   2015-10-29 09:44:54
# Current time: 2015-10-29 11:28:20
# Trimming failed blocks... (forwards)
# current_pos  current_status
0x6A311800     *
#      pos        size  status
0x69F67000  0x00000800  -
0x69F67800  0x00011800  +
0x69F79000  0x00000800  -
0x69F79800  0x00000800  +
0x69F7A000  0x00000800  -
0x69F7A800  0x00000800  +
0x69F7B000  0x00000800  -
0x69F7B800  0x00000800  +
0x69F7C000  0x00000800  -
0x69F7C800  0x00000800  +
0x69F7D000  0x00000800  -
0x69F7D800  0x00000800  +
0x69F7E000  0x00000800  -
0x69F7E800  0x00000800  +
0x69F7F000  0x00000800  -
0x69F7F800  0x00010800  +
0x69F90000  0x00000800  -
0x69F90800  0x00000800  +
0x69F91000  0x00000800  -
0x69F91800  0x00000800  +
0x69F92000  0x00000800  -
0x69F92800  0x00000800  +
0x69F93000  0x00000800  -
0x69F93800  0x00000800  +
0x69F94000  0x00000800  -
0x69F94800  0x00000800  +
0x69F95000  0x00000800  -
0x69F95800  0x00000800  +
0x69F96000  0x00000800  -
0x69F96800  0x00000800  +
0x69F97000  0x00000800  -
0x69F97800  0x00010800  +
0x69FA8000  0x00000800  -
0x69FA8800  0x00000800  +
0x69FA9000  0x00000800  -
0x69FA9800  0x00000800  +
0x69FAA000  0x00000800  -
0x69FAA800  0x00000800  +
0x69FAB000  0x00000800  -
0x69FAB800  0x00000800  +
0x69FAC000  0x00000800  -
0x69FAC800  0x00000800  +
0x69FAD000  0x00000800  -
0x69FAD800  0x00000800  +
0x69FAE000  0x00000800  -
0x69FAE800  0x00000800  +
0x69FAF000  0x00000800  -
0x69FAF800  0x00008800  +
0x69FB8000  0x00000800  -
0x69FB8800  0x00000800  +
0x69FB9000  0x00000800  -
0x69FB9800  0x00000800  +
0x69FBA000  0x00000800  -
0x69FBA800  0x00000800  +
0x69FBB000  0x00000800  -
0x69FBB800  0x00000800  +
0x69FBC000  0x00000800  -
0x69FBC800  0x00000800  +
0x69FBD000  0x00000800  -
0x69FBD800  0x00000800  +
0x69FBE000  0x00000800  -
0x69FBE800  0x00000800  +
0x69FBF000  0x00000800  -
0x69FBF800  0x00012800  +
0x69FD2000  0x00000800  -
0x69FD2800  0x00000800  +
0x69FD3000  0x00000800  -
0x69FD3800  0x00000800  +
0x69FD4000  0x00000800  -
0x69FD4800  0x00000800  +
0x69FD5000  0x00000800  -
0x69FD5800  0x00000800  +
0x69FD6000  0x00000800  -
0x69FD6800  0x00000800  +
0x69FD7000  0x00000800  -
0x69FD7800  0x00010800  +
0x69FE8000  0x00000800  -
0x69FE8800  0x00000800  +
0x69FE9000  0x00000800  -
0x69FE9800  0x00000800  +
0x69FEA000  0x00000800  -
0x69FEA800  0x00000800  +
0x69FEB000  0x00000800  -
0x69FEB800  0x00000800  +
0x69FEC000  0x00000800  -
0x69FEC800  0x00000800  +
0x69FED000  0x00000800  -
0x69FED800  0x00000800  +
0x69FEE000  0x00000800  -
0x69FEE800  0x00000800  +
0x69FEF000  0x00000800  -
0x69FEF800  0x00010800  +
0x6A000000  0x00000800  -
0x6A000800  0x00000800  +
0x6A001000  0x00000800  -
0x6A001800  0x00000800  +
0x6A002000  0x00000800  -
0x6A002800  0x00000800  +
0x6A003000  0x00000800  -
0x6A003800  0x00000800  +
0x6A004000  0x00000800  -
0x6A004800  0x00000800  +
0x6A005000  0x00000800  -
0x6A005800  0x00000800  +
0x6A006000  0x00000800  -
0x6A006800  0x00000800  +
0x6A007000  0x00000800  -
0x6A007800  0x00010800  +
0x6A018000  0x00000800  -
0x6A018800  0x00000800  +
0x6A019000  0x00000800  -
0x6A019800  0x00000800  +
0x6A01A000  0x00000800  -
0x6A01A800  0x00000800  +
0x6A01B000  0x00000800  -
0x6A01B800  0x00000800  +
0x6A01C000  0x00000800  -
0x6A01C800  0x00014000  +
0x6A030800  0x00000800  -
0x6A031000  0x00000800  +
0x6A031800  0x00000800  -
0x6A032000  0x00000800  +
0x6A032800  0x00000800  -
0x6A033000  0x00000800  +
0x6A033800  0x00000800  -
0x6A034000  0x00000800  +
0x6A034800  0x00000800  -
0x6A035000  0x00000800  +
0x6A035800  0x00000800  -
0x6A036000  0x00000800  +
0x6A036800  0x00000800  -
0x6A037000  0x00000800  +
0x6A037800  0x00000800  -
0x6A038000  0x00010800  +
0x6A048800  0x00000800  -
0x6A049000  0x00000800  +
0x6A049800  0x00000800  -
0x6A04A000  0x00000800  +
0x6A04A800  0x00000800  -
0x6A04B000  0x00000800  +
0x6A04B800  0x00000800  -
0x6A04C000  0x00000800  +
0x6A04C800  0x00000800  -
0x6A04D000  0x00000800  +
0x6A04D800  0x00000800  -
0x6A04E000  0x00000800  +
0x6A04E800  0x00000800  -
0x6A04F000  0x00000800  +
0x6A04F800  0x00000800  -
0x6A050000  0x00010800  +
0x6A060800  0x00000800  -
0x6A061000  0x00000800  +
0x6A061800  0x00000800  -
0x6A062000  0x00000800  +
0x6A062800  0x00000800  -
0x6A063000  0x00000800  +
0x6A063800  0x00000800  -
0x6A064000  0x00000800  +
0x6A064800  0x00000800  -
0x6A065000  0x00000800  +
0x6A065800  0x00000800  -
0x6A066000  0x00000800  +
0x6A066800  0x00000800  -
0x6A067000  0x00000800  +
0x6A067800  0x00000800  -
0x6A068000  0x00008800  +
0x6A070800  0x00000800  -
0x6A071000  0x00000800  +
0x6A071800  0x00000800  -
0x6A072000  0x00000800  +
0x6A072800  0x00000800  -
0x6A073000  0x00015800  +
0x6A088800  0x00000800  -
0x6A089000  0x00000800  +
0x6A089800  0x00000800  -
0x6A08A000  0x00000800  +
0x6A08A800  0x00000800  -
0x6A08B000  0x00000800  +
0x6A08B800  0x00000800  -
0x6A08C000  0x00000800  +
0x6A08C800  0x00000800  -
0x6A08D000  0x00000800  +
0x6A08D800  0x00000800  -
0x6A08E000  0x00000800  +
0x6A08E800  0x00000800  -
0x6A08F000  0x00000800  +
0x6A08F800  0x00000800  -
0x6A090000  0x00010800  +
0x6A0A0800  0x00000800  -
0x6A0A1000  0x00000800  +
0x6A0A1800  0x00000800  -
0x6A0A2000  0x00000800  +
0x6A0A2800  0x00000800  -
0x6A0A3000  0x00000800  +
0x6A0A3800  0x00000800  -
0x6A0A4000  0x00000800  +
0x6A0A4800  0x00000800  -
0x6A0A5000  0x00000800  +
0x6A0A5800  0x00000800  -
0x6A0A6000  0x00000800  +
0x6A0A6800  0x00000800  -
0x6A0A7000  0x00000800  +
0x6A0A7800  0x00000800  -
0x6A0A8000  0x00010800  +
0x6A0B8800  0x00000800  -
0x6A0B9000  0x00000800  +
0x6A0B9800  0x00000800  -
0x6A0BA000  0x00000800  +
0x6A0BA800  0x00000800  -
0x6A0BB000  0x00000800  +
0x6A0BB800  0x00000800  -
0x6A0BC000  0x00000800  +
0x6A0BC800  0x00000800  -
0x6A0BD000  0x00000800  +
0x6A0BD800  0x00000800  -
0x6A0BE000  0x00000800  +
0x6A0BE800  0x00000800  -
0x6A0BF000  0x00000800  +
0x6A0BF800  0x00000800  -
0x6A0C0000  0x00028800  +
0x6A0E8800  0x00000800  -
0x6A0E9000  0x00000800  +
0x6A0E9800  0x00000800  -
0x6A0EA000  0x00000800  +
0x6A0EA800  0x00000800  -
0x6A0EB000  0x00000800  +
0x6A0EB800  0x00000800  -
0x6A0EC000  0x00000800  +
0x6A0EC800  0x00000800  -
0x6A0ED000  0x00000800  +
0x6A0ED800  0x00000800  -
0x6A0EE000  0x00000800  +
0x6A0EE800  0x00000800  -
0x6A0EF000  0x00000800  +
0x6A0EF800  0x00000800  -
0x6A0F0000  0x00010800  +
0x6A100800  0x00000800  -
0x6A101000  0x00000800  +
0x6A101800  0x00000800  -
0x6A102000  0x00000800  +
0x6A102800  0x00000800  -
0x6A103000  0x00000800  +
0x6A103800  0x00000800  -
0x6A104000  0x00000800  +
0x6A104800  0x00000800  -
0x6A105000  0x00000800  +
0x6A105800  0x00000800  -
0x6A106000  0x00000800  +
0x6A106800  0x00000800  -
0x6A107000  0x00000800  +
0x6A107800  0x00000800  -
0x6A108000  0x00010800  +
0x6A118800  0x00000800  -
0x6A119000  0x00000800  +
0x6A119800  0x00000800  -
0x6A11A000  0x00000800  +
0x6A11A800  0x00000800  -
0x6A11B000  0x00000800  +
0x6A11B800  0x00000800  -
0x6A11C000  0x00000800  +
0x6A11C800  0x00000800  -
0x6A11D000  0x00000800  +
0x6A11D800  0x00000800  -
0x6A11E000  0x00000800  +
0x6A11E800  0x00000800  -
0x6A11F000  0x00000800  +
0x6A11F800  0x00000800  -
0x6A120000  0x00008800  +
0x6A128800  0x00000800  -
0x6A129000  0x00000800  +
0x6A129800  0x00000800  -
0x6A12A000  0x00000800  +
0x6A12A800  0x00000800  -
0x6A12B000  0x00000800  +
0x6A12B800  0x00000800  -
0x6A12C000  0x00000800  +
0x6A12C800  0x00000800  -
0x6A12D000  0x00000800  +
0x6A12D800  0x00000800  -
0x6A12E000  0x00000800  +
0x6A12E800  0x00000800  -
0x6A12F000  0x00000800  +
0x6A12F800  0x00000800  -
0x6A130000  0x00010800  +
0x6A140800  0x00000800  -
0x6A141000  0x00000800  +
0x6A141800  0x00000800  -
0x6A142000  0x00000800  +
0x6A142800  0x00000800  -
0x6A143000  0x00000800  +
0x6A143800  0x00000800  -
0x6A144000  0x00000800  +
0x6A144800  0x00000800  -
0x6A145000  0x00000800  +
0x6A145800  0x00000800  -
0x6A146000  0x00000800  +
0x6A146800  0x00000800  -
0x6A147000  0x00000800  +
0x6A147800  0x00000800  -
0x6A148000  0x0005C000  +
0x6A1A4000  0x00000800  -
0x6A1A4800  0x00000800  +
0x6A1A5000  0x00000800  -
0x6A1A5800  0x00000800  +
0x6A1A6000  0x00000800  -
0x6A1A6800  0x00000800  +
0x6A1A7000  0x00000800  -
0x6A1A7800  0x00010800  +
0x6A1B8000  0x00000800  -
0x6A1B8800  0x00000800  +
0x6A1B9000  0x00000800  -
0x6A1B9800  0x00000800  +
0x6A1BA000  0x00000800  -
0x6A1BA800  0x00000800  +
0x6A1BB000  0x00000800  -
0x6A1BB800  0x00000800  +
0x6A1BC000  0x00000800  -
0x6A1BC800  0x00000800  +
0x6A1BD000  0x00000800  -
0x6A1BD800  0x00000800  +
0x6A1BE000  0x00000800  -
0x6A1BE800  0x00000800  +
0x6A1BF000  0x00000800  -
0x6A1BF800  0x00010800  +
0x6A1D0000  0x00000800  -
0x6A1D0800  0x00000800  +
0x6A1D1000  0x00000800  -
0x6A1D1800  0x00000800  +
0x6A1D2000  0x00000800  -
0x6A1D2800  0x00000800  +
0x6A1D3000  0x00000800  -
0x6A1D3800  0x00000800  +
0x6A1D4000  0x00000800  -
0x6A1D4800  0x00000800  +
0x6A1D5000  0x00000800  -
0x6A1D5800  0x00000800  +
0x6A1D6000  0x00000800  -
0x6A1D6800  0x00000800  +
0x6A1D7000  0x00000800  -
0x6A1D7800  0x00008800  +
0x6A1E0000  0x00000800  -
0x6A1E0800  0x00000800  +
0x6A1E1000  0x00000800  -
0x6A1E1800  0x00016800  +
0x6A1F8000  0x00000800  -
0x6A1F8800  0x00000800  +
0x6A1F9000  0x00000800  -
0x6A1F9800  0x00000800  +
0x6A1FA000  0x00000800  -
0x6A1FA800  0x00000800  +
0x6A1FB000  0x00000800  -
0x6A1FB800  0x00000800  +
0x6A1FC000  0x00000800  -
0x6A1FC800  0x00000800  +
0x6A1FD000  0x00000800  -
0x6A1FD800  0x00000800  +
0x6A1FE000  0x00000800  -
0x6A1FE800  0x00000800  +
0x6A1FF000  0x00000800  -
0x6A1FF800  0x00010800  +
0x6A210000  0x00000800  -
0x6A210800  0x00000800  +
0x6A211000  0x00000800  -
0x6A211800  0x00000800  +
0x6A212000  0x00000800  -
0x6A212800  0x00000800  +
0x6A213000  0x00000800  -
0x6A213800  0x00000800  +
0x6A214000  0x00000800  -
0x6A214800  0x00000800  +
0x6A215000  0x00000800  -
0x6A215800  0x00000800  +
0x6A216000  0x00000800  -
0x6A216800  0x00000800  +
0x6A217000  0x00000800  -
0x6A217800  0x00010800  +
0x6A228000  0x00000800  -
0x6A228800  0x00000800  +
0x6A229000  0x00000800  -
0x6A229800  0x00000800  +
0x6A22A000  0x00000800  -
0x6A22A800  0x00000800  +
0x6A22B000  0x00000800  -
0x6A22B800  0x00000800  +
0x6A22C000  0x00000800  -
0x6A22C800  0x00000800  +
0x6A22D000  0x00000800  -
0x6A22D800  0x00000800  +
0x6A22E000  0x00000800  -
0x6A22E800  0x00000800  +
0x6A22F000  0x00000800  -
0x6A22F800  0x00010800  +
0x6A240000  0x00000800  -
0x6A240800  0x00000800  +
0x6A241000  0x00000800  -
0x6A241800  0x00000800  +
0x6A242000  0x00000800  -
0x6A242800  0x00000800  +
0x6A243000  0x00000800  -
0x6A243800  0x0006D000  +
0x6A2B0800  0x00000800  -
0x6A2B1000  0x00000800  +
0x6A2B1800  0x00000800  -
0x6A2B2000  0x00000800  +
0x6A2B2800  0x00000800  -
0x6A2B3000  0x00000800  +
0x6A2B3800  0x00000800  -
0x6A2B4000  0x00000800  +
0x6A2B4800  0x00000800  -
0x6A2B5000  0x00000800  +
0x6A2B5800  0x00000800  -
0x6A2B6000  0x00000800  +
0x6A2B6800  0x00000800  -
0x6A2B7000  0x00000800  +
0x6A2B7800  0x00000800  -
0x6A2B8000  0x00010800  +
0x6A2C8800  0x00000800  -
0x6A2C9000  0x00000800  +
0x6A2C9800  0x00000800  -
0x6A2CA000  0x00000800  +
0x6A2CA800  0x00000800  -
0x6A2CB000  0x00000800  +
0x6A2CB800  0x00000800  -
0x6A2CC000  0x00000800  +
0x6A2CC800  0x00000800  -
0x6A2CD000  0x00000800  +
0x6A2CD800  0x00000800  -
0x6A2CE000  0x00000800  +
0x6A2CE800  0x00000800  -
0x6A2CF000  0x00000800  +
0x6A2CF800  0x00000800  -
0x6A2D0000  0x00010800  +
0x6A2E0800  0x00000800  -
0x6A2E1000  0x00000800  +
0x6A2E1800  0x00000800  -
0x6A2E2000  0x00000800  +
0x6A2E2800  0x00000800  -
0x6A2E3000  0x00000800  +
0x6A2E3800  0x00000800  -
0x6A2E4000  0x00000800  +
0x6A2E4800  0x00000800  -
0x6A2E5000  0x00000800  +
0x6A2E5800  0x00000800  -
0x6A2E6000  0x00000800  +
0x6A2E6800  0x00000800  -
0x6A2E7000  0x00000800  +
0x6A2E7800  0x00000800  -
0x6A2E8000  0x00028800  +
0x6A310800  0x00000800  -
0x6A311000  0x00000800  +
0x6A311800  0x00000800  *
0x6A312000  0x00000800  +
0x6A312800  0x00000800  *
0x6A313000  0x00000800  +
0x6A313800  0x00000800  *
0x6A314000  0x00000800  +
0x6A314800  0x00000800  *
0x6A315000  0x00000800  +
0x6A315800  0x00000800  *
0x6A316000  0x00000800  +
0x6A316800  0x00000800  *
0x6A317000  0x00000800  +
0x6A317800  0x00000800  *
0x6A318000  0x00000800  +
0x6A318800  0x00000800  *
0x6A319000  0x00000800  +
0x6A319800  0x00000800  *
0x6A31A000  0x00000800  +
0x6A31A800  0x00000800  *
0x6A31B000  0x00000800  +
0x6A31B800  0x00000800  *
0x6A31C000  0x00000800  +
0x6A31C800  0x00000800  *
0x6A31D000  0x00000800  +
0x6A31D800  0x00000800  *
0x6A31E000  0x00000800  +
0x6A31E800  0x00000800  *
0x6A31F000  0x00000800  +
0x6A31F800  0x00000800  *
0x6A320000  0x00000800  +
0x6A320800  0x00000800  *
0x6A321000  0x00000800  +
0x6A321800  0x00000800  *
0x6A322000  0x00000800  +
0x6A322800  0x00000800  *
0x6A323000  0x00000800  +
0x6A323800  0x00000800  *
0x6A324000  0x00000800  +
0x6A324800  0x00000800  *
0x6A325000  0x00000800  +
0x6A325800  0x00000800  *
0x6A326000  0x00000800  +
0x6A326800  0x00000800  *
0x6A327000  0x00000800  +
0x6A327800  0x00000800  *
0x6A328000  0x00000800  +
0x6A328800  0x00000800  *
0x6A329000  0x00000800  +
0x6A329800  0x00000800  *
0x6A32A000  0x00000800  +
0x6A32A800  0x00000800  *
0x6A32B000  0x00000800  +
0x6A32B800  0x00000800  *
0x6A32C000  0x00000800  +
0x6A32C800  0x00000800  *
0x6A32D000  0x00000800  +
0x6A32D800  0x00000800  *
0x6A32E000  0x00000800  +
0x6A32E800  0x00000800  *
0x6A32F000  0x00000800  +
0x6A32F800  0x00000800  *
0x6A330000  0x00010800  +
0x6A340800  0x00000800  *
0x6A341000  0x00000800  +
0x6A341800  0x00000800  *
0x6A342000  0x00000800  +
0x6A342800  0x00000800  *
0x6A343000  0x00000800  +
0x6A343800  0x00000800  *
0x6A344000  0x00000800  +
0x6A344800  0x00000800  *
0x6A345000  0x00000800  +
0x6A345800  0x00000800  *
0x6A346000  0x00000800  +
0x6A346800  0x00000800  *
0x6A347000  0x00000800  +
0x6A347800  0x00000800  *
0x6A348000  0x00000800  +
0x6A348800  0x00000800  *
0x6A349000  0x00000800  +
0x6A349800  0x00000800  *
0x6A34A000  0x00000800  +
0x6A34A800  0x00000800  *
0x6A34B000  0x00000800  +
0x6A34B800  0x00000800  *
0x6A34C000  0x00000800  +
0x6A34C800  0x00000800  *
0x6A34D000  0x00000800  +
0x6A34D800  0x00000800  *
0x6A34E000  0x00000800  +
0x6A34E800  0x00000800  *
0x6A34F000  0x00000800  +
0x6A34F800  0x00000800  *
0x6A350000  0x00000800  +
0x6A350800  0x00000800  *
0x6A351000  0x00000800  +
0x6A351800  0x00000800  *
0x6A352000  0x00000800  +
0x6A352800  0x00000800  *
0x6A353000  0x00000800  +
0x6A353800  0x00000800  *
0x6A354000  0x00000800  +
0x6A354800  0x00000800  *
0x6A355000  0x00000800  +
0x6A355800  0x00000800  *
0x6A356000  0x00012000  +
0x6A368000  0x00000800  *
0x6A368800  0x00000800  +
0x6A369000  0x00000800  *
0x6A369800  0x00000800  +
0x6A36A000  0x00000800  *
0x6A36A800  0x00000800  +
0x6A36B000  0x00000800  *
0x6A36B800  0x00000800  +
0x6A36C000  0x00000800  *
0x6A36C800  0x00000800  +
0x6A36D000  0x00000800  *
0x6A36D800  0x00000800  +
0x6A36E000  0x00000800  *
0x6A36E800  0x00000800  +
0x6A36F000  0x00000800  *
0x6A36F800  0x00010800  +
0x6A380000  0x00000800  *
0x6A380800  0x00000800  +
0x6A381000  0x00000800  *
0x6A381800  0x00000800  +
0x6A382000  0x00000800  *
0x6A382800  0x00000800  +
0x6A383000  0x00000800  *
0x6A383800  0x00000800  +
0x6A384000  0x00000800  *
0x6A384800  0x00000800  +
0x6A385000  0x00000800  *
0x6A385800  0x00000800  +
0x6A386000  0x00000800  *
0x6A386800  0x00000800  +
0x6A387000  0x00000800  *
0x6A387800  0x00000800  +
0x6A388000  0x00000800  *
0x6A388800  0x00000800  +
0x6A389000  0x00000800  *
0x6A389800  0x00000800  +
0x6A38A000  0x00000800  *
0x6A38A800  0x00000800  +
0x6A38B000  0x00000800  *
0x6A38B800  0x00000800  +
0x6A38C000  0x00000800  *
0x6A38C800  0x00000800  +
0x6A38D000  0x00000800  *
0x6A38D800  0x00000800  +
0x6A38E000  0x00000800  *
0x6A38E800  0x00000800  +
0x6A38F000  0x00000800  *
0x6A38F800  0x00000800  +
0x6A390000  0x00000800  *
0x6A390800  0x00000800  +
0x6A391000  0x00000800  *
0x6A391800  0x00000800  +
0x6A392000  0x00000800  *
0x6A392800  0x00000800  +
0x6A393000  0x00000800  *
0x6A393800  0x00000800  +
0x6A394000  0x00000800  *
0x6A394800  0x00000800  +
0x6A395000  0x00000800  *
0x6A395800  0x00000800  +
0x6A396000  0x00000800  *
0x6A396800  0x00000800  +
0x6A397000  0x00000800  *
0x6A397800  0x00000800  +
0x6A398000  0x00000800  *
0x6A398800  0x00000800  +
0x6A399000  0x00000800  *
0x6A399800  0x00000800  +
0x6A39A000  0x00000800  *
0x6A39A800  0x00000800  +
0x6A39B000  0x00000800  *
0x6A39B800  0x00000800  +
0x6A39C000  0x00000800  *
0x6A39C800  0x00000800  +
0x6A39D000  0x00000800  *
0x6A39D800  0x00000800  +
0x6A39E000  0x00000800  *
0x6A39E800  0x00000800  +
0x6A39F000  0x00000800  *
0x6A39F800  0x00010800  +
0x6A3B0000  0x00000800  *
0x6A3B0800  0x00000800  +
0x6A3B1000  0x00000800  *
0x6A3B1800  0x00000800  +
0x6A3B2000  0x00000800  *
0x6A3B2800  0x00010800  +
0x6A3C3000  0x00000800  *
0x6A3C3800  0x00000800  +
0x6A3C4000  0x00000800  *
0x6A3C4800  0x00000800  +
0x6A3C5000  0x00000800  *
0x6A3C5800  0x00000800  +
0x6A3C6000  0x00000800  *
0x6A3C6800  0x00000800  +
0x6A3C7000  0x00000800  *
0x6A3C7800  0x00000800  +
0x6A3C8000  0x00000800  *
0x6A3C8800  0x00000800  +
0x6A3C9000  0x00000800  *
0x6A3C9800  0x00000800  +
0x6A3CA000  0x00000800  *
0x6A3CA800  0x00000800  +
0x6A3CB000  0x00000800  *
0x6A3CB800  0x00000800  +
0x6A3CC000  0x00000800  *
0x6A3CC800  0x00000800  +
0x6A3CD000  0x00000800  *
0x6A3CD800  0x00000800  +
0x6A3CE000  0x00000800  *
0x6A3CE800  0x00000800  +
0x6A3CF000  0x00000800  *
0x6A3CF800  0x00010800  +
0x6A3E0000  0x00000800  *
0x6A3E0800  0x00000800  +
0x6A3E1000  0x00000800  *
0x6A3E1800  0x00000800  +
0x6A3E2000  0x00000800  *
0x6A3E2800  0x00000800  +
0x6A3E3000  0x00000800  *
0x6A3E3800  0x00000800  +
0x6A3E4000  0x00000800  *
0x6A3E4800  0x00000800  +
0x6A3E5000  0x00000800  *
0x6A3E5800  0x00000800  +
0x6A3E6000  0x00000800  *
0x6A3E6800  0x00000800  +
0x6A3E7000  0x00000800  *
0x6A3E7800  0x00000800  +
0x6A3E8000  0x00000800  *
0x6A3E8800  0x00000800  +
0x6A3E9000  0x00000800  *
0x6A3E9800  0x00000800  +
0x6A3EA000  0x00000800  *
0x6A3EA800  0x00000800  +
0x6A3EB000  0x00000800  *
0x6A3EB800  0x00000800  +
0x6A3EC000  0x00000800  *
0x6A3EC800  0x00000800  +
0x6A3ED000  0x00000800  *
0x6A3ED800  0x00000800  +
0x6A3EE000  0x00000800  *
0x6A3EE800  0x00000800  +
0x6A3EF000  0x00000800  *
0x6A3EF800  0x00000800  +
0x6A3F0000  0x00000800  *
0x6A3F0800  0x00000800  +
0x6A3F1000  0x00000800  *
0x6A3F1800  0x00000800  +
0x6A3F2000  0x00000800  *
0x6A3F2800  0x00000800  +
0x6A3F3000  0x00000800  *
0x6A3F3800  0x00000800  +
0x6A3F4000  0x00000800  *
0x6A3F4800  0x00000800  +
0x6A3F5000  0x00000800  *
0x6A3F5800  0x00000800  +
0x6A3F6000  0x00000800  *
0x6A3F6800  0x00000800  +
0x6A3F7000  0x00000800  *
0x6A3F7800  0x00000800  +
0x6A3F8000  0x00000800  *
0x6A3F8800  0x00000800  +
0x6A3F9000  0x00000800  *
0x6A3F9800  0x00000800  +
0x6A3FA000  0x00000800  *
0x6A3FA800  0x00000800  +
0x6A3FB000  0x00000800  *
0x6A3FB800  0x00000800  +
0x6A3FC000  0x00000800  *
0x6A3FC800  0x00000800  +
0x6A3FD000  0x00000800  *
0x6A3FD800  0x00000800  +
0x6A3FE000  0x00000800  *
0x6A3FE800  0x00000800  +
0x6A3FF000  0x00000800  *
0x6A3FF800  0x00000800  +
0x6A400000  0x00000800  *
0x6A400800  0x00000800  +
0x6A401000  0x00000800  *
0x6A401800  0x00000800  +
0x6A402000  0x00000800  *
0x6A402800  0x00000800  +
0x6A403000  0x00000800  *
0x6A403800  0x00000800  +
0x6A404000  0x00000800  *
0x6A404800  0x00000800  +
0x6A405000  0x00000800  *
0x6A405800  0x00000800  +
0x6A406000  0x00000800  *
0x6A406800  0x00000800  +
0x6A407000  0x00000800  *
0x6A407800  0x00000800  +
0x6A408000  0x00000800  *
0x6A408800  0x00000800  +
0x6A409000  0x00000800  *
0x6A409800  0x00000800  +
0x6A40A000  0x00000800  *
0x6A40A800  0x00000800  +
0x6A40B000  0x00000800  *
0x6A40B800  0x00000800  +
0x6A40C000  0x00000800  *
0x6A40C800  0x00000800  +
0x6A40D000  0x00000800  *
0x6A40D800  0x0001A800  +
0x6A428000  0x00000800  *
0x6A428800  0x00000800  +
0x6A429000  0x00000800  *
0x6A429800  0x00000800  +
0x6A42A000  0x00000800  *
0x6A42A800  0x00000800  +
0x6A42B000  0x00000800  *
0x6A42B800  0x00000800  +
0x6A42C000  0x00000800  *
0x6A42C800  0x00000800  +
0x6A42D000  0x00000800  *
0x6A42D800  0x00000800  +
0x6A42E000  0x00000800  *
0x6A42E800  0x00000800  +
0x6A42F000  0x00000800  *
0x6A42F800  0x00000800  +
0x6A430000  0x00000800  *
0x6A430800  0x00000800  +
0x6A431000  0x00000800  *
0x6A431800  0x00000800  +
0x6A432000  0x00000800  *
0x6A432800  0x00000800  +
0x6A433000  0x00000800  *
0x6A433800  0x00000800  +
0x6A434000  0x00000800  *
0x6A434800  0x00000800  +
0x6A435000  0x00000800  *
0x6A435800  0x00000800  +
0x6A436000  0x00000800  *
0x6A436800  0x00000800  +
0x6A437000  0x00000800  *
0x6A437800  0x00000800  +
0x6A438000  0x00000800  *
0x6A438800  0x00000800  +
0x6A439000  0x00000800  *
0x6A439800  0x00000800  +
0x6A43A000  0x00000800  *
0x6A43A800  0x00000800  +
0x6A43B000  0x00000800  *
0x6A43B800  0x00000800  +
0x6A43C000  0x00000800  *
0x6A43C800  0x00000800  +
0x6A43D000  0x00000800  *
0x6A43D800  0x00000800  +
0x6A43E000  0x00000800  *
0x6A43E800  0x00000800  +
0x6A43F000  0x00000800  *
0x6A43F800  0x00010800  +
0x6A450000  0x00000800  *
0x6A450800  0x00000800  +
0x6A451000  0x00000800  *
0x6A451800  0x00000800  +
0x6A452000  0x00000800  *
0x6A452800  0x00000800  +
0x6A453000  0x00000800  *
0x6A453800  0x00000800  +
0x6A454000  0x00000800  *
0x6A454800  0x00000800  +
0x6A455000  0x00000800  *
0x6A455800  0x00000800  +
0x6A456000  0x00000800  *
0x6A456800  0x00000800  +
0x6A457000  0x00000800  *
0x6A457800  0x00000800  +
0x6A458000  0x00000800  *
0x6A458800  0x00000800  +
0x6A459000  0x00000800  *
0x6A459800  0x00000800  +
0x6A45A000  0x00000800  *
0x6A45A800  0x00000800  +
0x6A45B000  0x00000800  *
0x6A45B800  0x00000800  +
0x6A45C000  0x00000800  *
0x6A45C800  0x00000800  +
0x6A45D000  0x00000800  *
0x6A45D800  0x00000800  +
0x6A45E000  0x00000800  *
0x6A45E800  0x00000800  +
0x6A45F000  0x00000800  *
0x6A45F800  0x00000800  +
0x6A460000  0x00000800  *
0x6A460800  0x00000800  +
0x6A461000  0x00000800  *
0x6A461800  0x00000800  +
0x6A462000  0x00000800  *
0x6A462800  0x00000800  +
0x6A463000  0x00000800  *
0x6A463800  0x00000800  +
0x6A464000  0x00000800  *
0x6A464800  0x00000800  +
0x6A465000  0x00000800  *
0x6A465800  0x00000800  +
0x6A466000  0x00000800  *
0x6A466800  0x00000800  +
0x6A467000  0x00000800  *
0x6A467800  0x00000800  +
0x6A468000  0x00000800  *
0x6A468800  0x00000800  +
0x6A469000  0x00000800  *
0x6A469800  0x00000800  +
0x6A46A000  0x00000800  *
0x6A46A800  0x00000800  +
0x6A46B000  0x00000800  *
0x6A46B800  0x00000800  +
0x6A46C000  0x00000800  *
0x6A46C800  0x00000800  +
0x6A46D000  0x00000800  *
0x6A46D800  0x00000800  +
0x6A46E000  0x00000800  *
0x6A46E800  0x00000800  +
0x6A46F000  0x00000800  *
0x6A46F800  0x0001D000  +
